roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;25;50;4;2745;;6;0;True;;0;EC:Input:A =25;;Player 0;{0, 1, 4, 5, 6, 8, 9, 11, 13, 14, 16, 20, 22, 24, 28, 29, 30};{0, 1, 5, 6}
