roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;75;10;53;299;;8;0;True;;0;EC:Input:A =75;;Player 0;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 15, 16, 17, 18, 19, 20, 22, 23, 25, 27, 28, 29, 30};{0, 3, 6}
