roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;25;30;2;275;;2;1;True;;0;EC:Input:2 digit number<90;;Player 0;{0, 2, 3, 6, 11, 12, 13, 16, 18, 21, 25, 28, 29, 30};{0, 1, 3, 5, 6, 7, 9}
