roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;25;10;5;239;;6;0;True;;0;EC:Input:A =25;;Player 0;{0, 1, 3, 4, 5, 6, 7, 9, 10, 13, 15, 16, 17, 18, 19, 20, 22, 25, 27, 28, 29, 30};{0, 3, 6}
