roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;10;25;2000;;10;0;True;;0;EC:Input:B =10;;Player 0;{0, 1, 6, 7, 10, 11, 17, 28, 29, 30};{0, 9, 8, 6}
