roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;8;10;15;3850;;10;0;True;;0;EC:Input:B =10;;Player 0;{0, 9, 10, 14, 16, 18, 28, 29, 30};{0, 5}
