roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;3;50;25;397;;17;0;True;;0;EC:Input:C =25;;Player 0;{0, 4, 6, 9, 13, 17, 20, 23, 28, 29, 30};{0, 4, 5, 8, 9}
