roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;75;6;53;2494;;0;1;True;;0;EC:Input:2 digit number;;Player 0;{0, 28, 29, 30};{0, 3, 6}
