roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;1;20;15;203;;9;0;True;;0;EC:Input: sum dice of all players;;Player 0;{0, 2, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 20, 22, 26, 28, 29, 30};{0}
