roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;150;200;5;1013;;9;0;True;;0;EC:Input: sum dice of all players;;Player 0;{0, 2, 8, 9, 15, 20, 22, 23, 25, 27, 28, 29, 30};{0}
