roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;80;50;25;397;;2;1;True;;0;EC:Input:2 digit number<90;;Player 0;{0, 2, 3, 4, 6, 9, 13, 17, 20, 23, 28, 29, 30};{0, 4, 5, 8, 9}
