roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;5;30;75;190;;12;0;True;;0;EC:Input:B =30;;Player 0;{0, 1, 3, 4, 7, 8, 10, 11, 12, 15, 17, 18, 19, 20, 23, 26, 27, 29, 30};{0, 5}
