roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;75;100;5;293;;15;0;True;;0;EC:Input:C =5;;Player 0;{0, 8, 15, 20, 23, 28, 29, 30};{0}
