roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;72;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;25;2;True;['CPU1Captured'];0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: Capture CPU '}";;{0, 25};{0, 3, 5}
