roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;75;30;75;423;;8;0;True;;0;EC:Input:A =75;;Player 0;{0, 2, 8, 12, 13, 18, 19, 23, 24, 25, 27, 28, 29, 30};{0, 3, 6}
