roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;50;20;25;190;[2];17;0;True;;0;EC:Input:C =25;;Player 0;{0, 2, 5, 7, 8, 9, 11, 12, 16, 17, 21, 22, 23, 24, 26};{0, 1, 3, 5, 6, 7, 9}
