roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;25;30;45;5850;;6;0;True;;0;EC:Input:A =25;;Player 0;{0, 2, 6, 7, 10, 12, 13, 15, 17, 18, 21, 22, 28, 29, 30};{0, 2, 3, 4, 5, 6, 8, 9}
