roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;30;30;694;;22;1;True;;0;EC:Task: T += A+B+C;;Player 0;{0, 2, 5, 7, 8, 9, 12, 13, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 1, 5, 6}
