roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;75;50;15;3750;;16;0;True;;0;EC:Input:C =15;;Player 0;{0, 2, 5, 8, 9, 13, 16, 17, 21, 28, 29, 30};{0, 1, 5, 6}
