roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;10;20;45;200;;18;0;True;;0;EC:Input:C =45;;Player 0;{0, 18, 21, 28, 29, 30};{0, 1, 3, 5, 6, 7, 9}
