roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;43;25;2000;;17;0;True;;0;EC:Input:C =25;;Player 0;{0, 1, 6, 7, 11, 17, 28, 29, 30};{0, 9, 8, 6}
