roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;50;10;38;433;;7;0;True;;0;EC:Input:A =50;;Player 0;{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18, 20, 21, 24, 25, 28, 29, 30};{0, 1, 3, 5, 6, 7, 9}
