roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;5;30;45;548;;9;0;True;;0;EC:Input: sum dice of all players;;Player 0;{0, 1, 4, 5, 7, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 2, 3, 4, 5, 6, 8, 9}
