roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;50;10;0;190;[0];23;1;True;;0;EC:Task: T = xx9x;;Player 0;{0, 7, 8, 10, 11, 20, 23, 26, 30};{0, 5}
