roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;75;50;92;3967;;22;1;True;;0;EC:Task: T += A+B+C;;Player 0;{0, 22, 28, 29, 30};{0, 2, 3, 4, 5, 6, 8, 9}
