roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;25;20;4;190;;6;0;True;;0;EC:Input:A =25;;Player 0;{0, 2, 3, 5, 6, 7, 8, 9, 11, 12, 15, 16, 17, 21, 22, 23, 24, 26, 28, 30};{0, 1, 3, 5, 6, 7, 9}
