roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;5;20;15;2720;;4;0;True;;0;EC:Input:A =5;;Player 0;{0, 4, 11, 16, 22, 24, 28, 29, 30};{0, 1, 5, 6}
