roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;3;50;89;397;;9;0;True;;0;EC:Input: sum dice of all players;;Player 0;{0, 4, 6, 9, 13, 20, 23, 28, 29, 30};{0, 4, 5, 8, 9}
