roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;25;30;15;275;;12;0;True;;0;EC:Input:B =30;;Player 0;{0, 3, 6, 11, 12, 13, 16, 18, 21, 25, 28, 29, 30};{0, 1, 3, 5, 6, 7, 9}
