roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;75;50;25;262;;13;0;True;;0;EC:Input:B =50;;Player 0;{0, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 23, 24, 25, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
