roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;150;200;10;653;;25;2;True;;0;EC:Task: T += sum all;;Player 0;{0, 8, 15, 20, 23, 25, 27, 28, 29, 30};{0}
