roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;100;8;2745;;27;2;True;;0;EC:Task: x = 2x ! total;;Player 0;{0, 1, 4, 5, 6, 8, 9, 11, 13, 14, 16, 20, 22, 24, 27, 28, 29, 30};{0, 1, 5, 6}
