roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;50;10;75;1000;;19;1;True;;0;EC:Input:C =75;;Player 0;{0, 10, 19, 28, 29, 30};{0}
