roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;150;30;75;296;;12;0;True;;0;EC:Input:B =30;;Player 0;{0, 2, 12, 13, 18, 19, 23, 25, 27, 28, 29, 30};{0, 3, 6}
