roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;10;70;45;700;;21;1;True;;0;EC:Task: T = A*B;;Player 0;{0, 2, 3, 4, 5, 6, 8, 9, 13, 14, 17, 18, 20, 21, 23, 28, 29, 30};{0, 4, 5, 8, 9}
