roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;25;52;25;1655;;25;2;True;;0;EC:Task: T += sum all;;Player 0;{0, 6, 17, 18, 22, 25, 27, 28, 29, 30};{0, 9, 8, 6}
