roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;20;77;2500;;11;0;True;;0;EC:Input:B =20;;Player 0;{0, 11, 28, 29, 30};{0, 1, 5, 6}
