roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;25;50;89;367;;13;0;True;;0;EC:Input:B =50;;Player 0;{0, 6, 13, 20, 28, 29, 30};{0, 4, 5, 8, 9}
