roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;75;70;15;2745;;14;1;True;;0;EC:Input:B =70;;Player 0;{0, 4, 5, 8, 11, 14, 16, 20, 22, 24, 28, 29, 30};{0, 1, 5, 6}
