roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;20;34;2000;;7;0;True;;0;EC:Input:A =50;;Player 0;{0, 6, 7, 11, 28, 29, 30};{0, 9, 8, 6}
