roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;50;20;25;100;[3];7;0;True;;0;EC:Input:A =50;;Player 0;{0, 4, 7, 16, 17, 28, 29, 30};{0}
