roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;7;50;45;1500;;9;0;True;;0;EC:Input: sum dice of all players;;Player 0;{0, 2, 5, 9, 13, 28, 29, 30};{0, 1, 5, 6}
