roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;50;50;5;179;;3;0;True;;0;EC:Input:2 digit number<30;;Player 0;{0, 1, 3, 4, 5, 7, 9, 13, 16, 17, 18, 22, 25, 27, 28, 29, 30};{0, 3, 6}
