roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;9;70;15;630;;21;1;True;;0;EC:Task: T = A*B;;Player 0;{0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 14, 15, 16, 17, 20, 21, 26, 28, 29, 30};{0, 9, 8, 6}
