roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;1;50;15;293;;13;0;True;;0;EC:Input:B =50;;Player 0;{0, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 22, 23, 26, 28, 29, 30};{0}
