roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;10;50;15;200;;16;0;True;;0;EC:Input:C =15;;Player 0;{0, 11, 13, 16, 18, 21, 28, 29, 30};{0, 1, 3, 5, 6, 7, 9}
