roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;25;10;5;229;;20;1;True;;0;EC:Task: T += A+B;;Player 0;{0, 6, 10, 15, 16, 20, 23, 26, 28, 29, 30};{0, 4, 5, 8, 9}
