roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;50;84;75;3984;;7;0;True;;0;EC:Input:A =50;;Player 0;{0, 7, 28, 29, 30};{0, 2, 3, 4, 5, 6, 8, 9}
