roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;20;20;75;548;;11;0;True;;0;EC:Input:B =20;;Player 0;{0, 5, 7, 10, 11, 14, 16, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 2, 3, 4, 5, 6, 8, 9}
